TOWN,BLOCK,ADDRESS,POSTAL_CODE,LATITUDE,LONGITUDE,MAX_FLOOR,SUBZONE,PLANNING_AREA,REGION
jurong east,41,teban gardens road,600041,1.321587,103.740987,12,teban gardens,jurong east,west region
clementi,729,clementi west street 2,120729,1.304927,103.763519,12,clementi west,clementi,west region
tampines,253,tampines street 21,521253,1.353264,103.948115,11,tampines east,tampines,east region
ang mo kio,438,ang mo kio avenue 10,560438,1.366971,103.853907,12,chong boon,ang mo kio,north-east region
bedok,221A,bedok central,461221,1.325204,103.934772,17,bedok north,bedok,east region
choa chu kang,815A,choa chu kang avenue 7,681815,1.376078,103.746903,19,keat hong,choa chu kang,west region
bukit merah,82,redhill lane,150082,1.287416,103.819475,21,redhill,bukit merah,central region
jurong west,183D,boon lay avenue,644183,1.349093,103.709042,16,boon lay place,jurong west,west region
tampines,246,tampines street 21,521246,1.353225,103.947232,11,tampines east,tampines,east region
sengkang,327C,anchorvale road,543327,1.396093,103.888721,16,anchorvale,sengkang,north-east region
yishun,149,yishun street 11,760149,1.431549,103.832784,12,yishun west,yishun,north region
bukit merah,106A,depot road,101106,1.280614,103.810968,25,depot road,bukit merah,central region
clementi,413,commonwealth avenue west,120413,1.311347,103.771097,25,clementi woods,clementi,west region
jurong east,326,jurong east street 31,600326,1.349022,103.729609,4,yuhua west,jurong east,west region
tampines,219,tampines street 24,520219,1.354792,103.952613,12,tampines east,tampines,east region
yishun,439,yishun avenue 11,760439,1.421993,103.846147,12,yishun east,yishun,north region
tampines,489A,tampines street 45,520489,1.361086,103.957225,12,tampines east,tampines,east region
bishan,110,bishan street 12,570110,1.34741,103.848055,9,bishan east,bishan,central region
bukit batok,104,bukit batok central,650104,1.348995,103.747258,8,bukit batok central,bukit batok,west region
yishun,283,yishun avenue 6,760283,1.439497,103.839282,12,northland,yishun,north region
bukit batok,460C,bukit batok west avenue 9,653460,1.353327,103.739336,18,brickworks,bukit batok,west region
bedok,637,bedok reservoir road,410637,1.331067,103.903933,18,kaki bukit,bedok,east region
bukit panjang,229,pending road,670229,1.375263,103.771657,12,bangkit,bukit panjang,west region
ang mo kio,640,ang mo kio avenue 6,560640,1.380034,103.843607,13,yio chu kang west,ang mo kio,north-east region
punggol,327A,sumang walk,821327,1.412436,103.899134,21,punggol town centre,punggol,north-east region
sengkang,258B,compassvale road,542258,1.392903,103.897405,15,sengkang town centre,sengkang,north-east region
sembawang,118A,canberra crescent,751118,1.444637,103.829635,11,sembawang east,sembawang,north region
toa payoh,133,potong pasir avenue 1,350133,1.334317,103.86588,4,potong pasir,toa payoh,central region
hougang,132,lorong ah soo,530132,1.350853,103.88633,13,tai seng,hougang,north-east region
choa chu kang,205,choa chu kang central,680205,1.380927,103.74856,12,choa chu kang central,choa chu kang,west region
bishan,150A,bishan street 11,571150,1.34456,103.855737,4,bishan east,bishan,central region
bukit merah,55,telok blangah drive,100055,1.27396,103.81215,12,telok blangah drive,bukit merah,central region
toa payoh,228,lorong 8 toa payoh,310228,1.339149,103.85878,16,pei chun,toa payoh,central region
bukit panjang,547A,segar road,671547,1.388064,103.77001,17,saujana,bukit panjang,west region
bedok,68,bedok south avenue 3,460068,1.318751,103.943364,22,bedok south,bedok,east region
woodlands,782B,woodlands crescent,732782,1.44747,103.803227,16,woodlands east,woodlands,north region
bukit batok,327,bukit batok street 33,650327,1.36283,103.747834,4,hong kah north,bukit batok,west region
bedok,103,lengkong tiga,410103,1.325855,103.910599,14,kembangan,bedok,east region
choa chu kang,18,teck whye lane,680018,1.378298,103.754071,12,teck whye,choa chu kang,west region
serangoon,204,serangoon central,550204,1.352438,103.873298,12,serangoon central,serangoon,north-east region
jurong east,63,teban gardens road,600063,1.321027,103.739514,25,teban gardens,jurong east,west region
jurong west,976,jurong west street 93,640976,1.340007,103.693805,12,yunnan,jurong west,west region
bukit merah,131C,kim tian road,163131,1.280312,103.828822,27,tiong bahru,bukit merah,central region
tampines,899,tampines street 81,520899,1.346529,103.935454,12,tampines west,tampines,east region
tampines,222,simei street 4,520222,1.341531,103.956986,11,simei,tampines,east region
punggol,109A,edgedale plains,821109,1.394722,103.909874,17,punggol field,punggol,north-east region
tampines,216,tampines street 23,520216,1.354018,103.952704,12,tampines east,tampines,east region
ang mo kio,544,ang mo kio avenue 10,560544,1.37396,103.856471,12,cheng san,ang mo kio,north-east region
queenstown,3A,holland close,272003,1.308722,103.796751,14,holland drive,queenstown,central region
jurong west,937,jurong west street 91,640937,1.342454,103.690088,4,yunnan,jurong west,west region
yishun,868,yishun street 81,760868,1.413823,103.837338,12,yishun south,yishun,north region
yishun,265,yishun street 22,760265,1.436533,103.838678,11,northland,yishun,north region
tampines,493E,tampines street 43,524493,1.36266,103.952012,13,tampines east,tampines,east region
choa chu kang,754,choa chu kang north 5,680754,1.392298,103.746603,13,choa chu kang north,choa chu kang,west region
woodlands,328,woodlands street 32,730328,1.430057,103.77944,13,woodgrove,woodlands,north region
kallang/whampoa,2C,upper boon keng road,383002,1.313128,103.871737,29,boon keng,kallang,central region
bukit panjang,131,cashew road,670131,1.37458,103.770872,12,jelebu,bukit panjang,west region
tampines,368,tampines street 34,520368,1.358475,103.961288,10,tampines east,tampines,east region
ang mo kio,151,ang mo kio avenue 5,560151,1.376711,103.841168,12,kebun bahru,ang mo kio,north-east region
choa chu kang,635,choa chu kang north 6,680635,1.397371,103.749603,14,yew tee,choa chu kang,west region
clementi,343,clementi avenue 5,120343,1.317909,103.770934,12,clementi north,clementi,west region
sengkang,264F,compassvale bow,540264,1.381721,103.895198,17,compassvale,sengkang,north-east region
toa payoh,101A,lorong 2 toa payoh,310101,1.339741,103.847264,17,braddell,toa payoh,central region
bukit merah,129,bukit merah view,150129,1.283579,103.823819,20,henderson hill,bukit merah,central region
clementi,328,clementi avenue 2,120328,1.313992,103.767089,4,clementi north,clementi,west region
toa payoh,217,lorong 8 toa payoh,310217,1.342659,103.854666,25,lorong 8 toa payoh,toa payoh,central region
sembawang,108C,canberra walk,753108,1.447353,103.831796,13,sembawang east,sembawang,north region
tampines,113,simei street 1,520113,1.342854,103.94988,11,simei,tampines,east region
sembawang,467A,admiralty drive,751467,1.45201,103.813929,16,sembawang north,sembawang,north region
bishan,246,bishan street 22,570246,1.360674,103.843354,11,marymount,bishan,central region
jurong west,863,jurong west street 81,640863,1.349271,103.695305,7,yunnan,jurong west,west region
yishun,279,yishun street 22,760279,1.438373,103.837384,12,northland,yishun,north region
woodlands,793,woodlands avenue 6,730793,1.442394,103.80285,13,woodlands east,woodlands,north region
yishun,124,yishun street 11,760124,1.43459,103.831139,12,yishun west,yishun,north region
pasir ris,507,pasir ris street 52,510507,1.376627,103.944589,14,pasir ris central,pasir ris,east region
sembawang,354A,admiralty drive,751354,1.450066,103.818891,15,sembawang central,sembawang,north region
tampines,234,simei street 4,520234,1.343465,103.955448,11,simei,tampines,east region
marine parade,71,marine drive,440071,1.304528,103.908944,25,marine parade,marine parade,central region
choa chu kang,509,choa chu kang street 51,680509,1.388,103.741818,14,choa chu kang north,choa chu kang,west region
choa chu kang,287,choa chu kang avenue 2,680287,1.378522,103.741686,9,keat hong,choa chu kang,west region
bedok,82,bedok north road,460082,1.329537,103.940407,14,bedok north,bedok,east region
bukit batok,285,bukit batok east avenue 3,650285,1.346176,103.757834,13,bukit batok east,bukit batok,west region
bedok,150,bedok reservoir road,470150,1.336154,103.912672,10,kaki bukit,bedok,east region
choa chu kang,411,choa chu kang avenue 3,680411,1.38106,103.74126,16,peng siang,choa chu kang,west region
queenstown,5,holland close,272005,1.307674,103.796272,28,holland drive,queenstown,central region
pasir ris,745,pasir ris street 71,510745,1.378369,103.935588,16,pasir ris west,pasir ris,east region
bukit batok,383,bukit batok west avenue 5,650383,1.362323,103.752217,28,gombak,bukit batok,west region
punggol,289C,punggol place,823289,1.401549,103.903519,16,matilda,punggol,north-east region
hougang,988B,buangkok green,532988,1.379894,103.877406,20,trafalgar,hougang,north-east region
tampines,333,tampines street 32,520333,1.353357,103.96113,10,tampines east,tampines,east region
ang mo kio,343,ang mo kio avenue 3,560343,1.368375,103.849151,12,townsville,ang mo kio,north-east region
choa chu kang,406,choa chu kang avenue 3,680406,1.380374,103.74021,16,peng siang,choa chu kang,west region
serangoon,113,serangoon north avenue 1,550113,1.368777,103.870475,4,serangoon garden,serangoon,north-east region
queenstown,62A,strathmore avenue,142062,1.294387,103.811426,30,margaret drive,queenstown,central region
marine parade,2,marine terrace,440002,1.304468,103.918174,25,marine parade,marine parade,central region
sembawang,352C,canberra road,753352,1.449838,103.819822,14,sembawang central,sembawang,north region
serangoon,125,serangoon north avenue 1,550125,1.366451,103.872111,13,serangoon garden,serangoon,north-east region
hougang,549,hougang street 51,530549,1.378141,103.891258,9,hougang west,hougang,north-east region
punggol,256D,sumang walk,824256,1.404949,103.896008,17,matilda,punggol,north-east region
marine parade,79,marine drive,440079,1.301533,103.907812,25,marine parade,marine parade,central region
hougang,563,hougang street 51,530563,1.379934,103.888654,15,hougang west,hougang,north-east region
clementi,714,clementi west street 2,120714,1.304303,103.761682,12,clementi west,clementi,west region
yishun,367,yishun ring road,760367,1.429592,103.845121,12,yishun east,yishun,north region
ang mo kio,562,ang mo kio avenue 3,560562,1.370181,103.859019,13,cheng san,ang mo kio,north-east region
serangoon,321,serangoon avenue 2,550321,1.351205,103.86777,11,serangoon central,serangoon,north-east region
punggol,126C,edgedale plains,823126,1.393971,103.910664,17,punggol field,punggol,north-east region
choa chu kang,346,choa chu kang loop,680346,1.38359,103.744901,14,choa chu kang central,choa chu kang,west region
choa chu kang,549,choa chu kang street 52,680549,1.39339,103.742747,13,choa chu kang north,choa chu kang,west region
tampines,322,tampines street 33,520322,1.350876,103.958127,10,tampines east,tampines,east region
hougang,462,hougang avenue 10,530462,1.372226,103.89464,16,hougang east,hougang,north-east region
toa payoh,57,lorong 5 toa payoh,310057,1.337054,103.851496,10,boon teck,toa payoh,central region
kallang/whampoa,102,jalan dusun,320102,1.327869,103.84421,25,balestier,novena,central region
tampines,494G,tampines street 45,527494,1.363134,103.955459,12,tampines east,tampines,east region
geylang,71,circuit road,370071,1.324915,103.887997,10,macpherson,geylang,central region
tampines,601B,tampines avenue 9,522601,1.360883,103.937511,14,tampines north,tampines,east region
toa payoh,14A,lorong 7 toa payoh,311014,1.336268,103.858315,25,pei chun,toa payoh,central region
yishun,928,yishun central 1,760928,1.427208,103.837377,11,yishun central,yishun,north region
choa chu kang,752,choa chu kang north 5,680752,1.392273,103.747425,13,choa chu kang north,choa chu kang,west region
ang mo kio,453,ang mo kio avenue 10,560453,1.368582,103.855983,4,chong boon,ang mo kio,north-east region
yishun,746,yishun street 72,760746,1.42892,103.833476,12,yishun west,yishun,north region
sembawang,509A,wellington circle,751509,1.45308,103.820743,13,admiralty,sembawang,north region
bukit batok,403,bukit batok west avenue 7,650403,1.36514,103.744865,14,hong kah north,bukit batok,west region
ang mo kio,561,ang mo kio avenue 10,560561,1.370578,103.857855,13,cheng san,ang mo kio,north-east region
marine parade,44,marine crescent,440044,1.304733,103.913088,25,marine parade,marine parade,central region
yishun,675B,yishun avenue 4,762675,1.418995,103.842949,13,yishun south,yishun,north region
ang mo kio,219,ang mo kio avenue 1,560219,1.365982,103.840654,13,shangri-la,ang mo kio,north-east region
bukit panjang,152,gangsa road,670152,1.375225,103.765923,21,jelebu,bukit panjang,west region
bukit merah,40,telok blangah rise,090040,1.272099,103.823245,15,telok blangah rise,bukit merah,central region
clementi,415,commonwealth avenue west,120415,1.310988,103.771585,25,clementi woods,clementi,west region
toa payoh,122,potong pasir avenue 1,350122,1.334932,103.866125,23,potong pasir,toa payoh,central region
jurong west,753,jurong west street 74,640753,1.348457,103.699949,15,yunnan,jurong west,west region
geylang,410,eunos road 5,400410,1.31844,103.899852,4,geylang east,geylang,central region
punggol,635B,punggol drive,822635,1.4008,103.913981,17,waterway east,punggol,north-east region
tampines,247,tampines street 21,521247,1.352281,103.946912,11,tampines east,tampines,east region
sengkang,178B,rivervale crescent,542178,1.388547,103.910034,18,rivervale,sengkang,north-east region
hougang,701,hougang avenue 2,530701,1.365484,103.8902,10,kovan,hougang,north-east region
choa chu kang,619,choa chu kang north 7,680619,1.400253,103.747579,12,yew tee,choa chu kang,west region
tampines,610A,tampines north drive 1,521610,1.364498,103.936916,15,tampines north,tampines,east region
bedok,654,jalan tenaga,410654,1.332978,103.906945,12,kaki bukit,bedok,east region
punggol,288B,punggol place,822288,1.402675,103.903297,16,matilda,punggol,north-east region
sengkang,230,compassvale walk,540230,1.388355,103.901271,16,sengkang town centre,sengkang,north-east region
bedok,40,bedok south road,460040,1.320986,103.93981,15,bedok south,bedok,east region
central area,2,tanjong pagar plaza,082002,1.275237,103.842605,18,chinatown,outram,central region
pasir ris,627,pasir ris drive 3,510627,1.379627,103.940582,13,pasir ris west,pasir ris,east region
woodlands,413,woodlands street 41,730413,1.427775,103.772774,13,woodgrove,woodlands,north region
pasir ris,469,pasir ris drive 6,510469,1.3735,103.957589,12,pasir ris drive,pasir ris,east region
serangoon,528,serangoon north avenue 4,550528,1.371419,103.87218,4,serangoon north,serangoon,north-east region
kallang/whampoa,463,crawford lane,190463,1.305054,103.861917,20,crawford,kallang,central region
hougang,933A,hougang avenue 9,531933,1.375758,103.882033,16,trafalgar,hougang,north-east region
queenstown,50,strathmore avenue,140050,1.293845,103.808728,30,margaret drive,queenstown,central region
jurong west,669D,jurong west street 64,644669,1.343431,103.703258,16,jurong west central,jurong west,west region
kallang/whampoa,42,jalan bahagia,320042,1.32715,103.856962,2,balestier,novena,central region
hougang,363,hougang avenue 5,530363,1.3699,103.896393,14,kangkar,hougang,north-east region
punggol,207D,punggol place,824207,1.400947,103.900708,16,matilda,punggol,north-east region
hougang,302,hougang avenue 5,530302,1.368518,103.894584,13,kangkar,hougang,north-east region
toa payoh,79B,toa payoh central,312079,1.334641,103.84799,40,toa payoh central,toa payoh,central region
bukit batok,290C,bukit batok east avenue 3,650290,1.344096,103.757275,17,bukit batok south,bukit batok,west region
yishun,432C,yishun avenue 1,763432,1.419496,103.845973,13,yishun east,yishun,north region
woodlands,886B,woodlands drive 50,732886,1.438258,103.794115,16,midview,woodlands,north region
woodlands,651,woodlands ring road,730651,1.438322,103.799572,12,woodlands east,woodlands,north region
sengkang,471A,fernvale street,791471,1.396041,103.880735,26,fernvale,sengkang,north-east region
clementi,456,clementi avenue 3,120456,1.311928,103.766985,22,clementi central,clementi,west region
tampines,897A,tampines street 81,521897,1.347526,103.935184,12,tampines west,tampines,east region
jurong west,989A,jurong west street 93,641989,1.335973,103.694568,18,yunnan,jurong west,west region
queenstown,8,holland avenue,271008,1.306514,103.794223,22,holland drive,queenstown,central region
jurong west,335,kang ching road,610335,1.339043,103.723146,19,taman jurong,jurong west,west region
clementi,507,west coast drive,120507,1.31208,103.760802,12,clementi central,clementi,west region
sengkang,163C,rivervale crescent,543163,1.389659,103.908293,18,rivervale,sengkang,north-east region
woodlands,120,marsiling rise,730120,1.439181,103.780841,13,woodlands west,woodlands,north region
jurong east,404,pandan gardens,600404,1.319817,103.749283,15,teban gardens,jurong east,west region
bishan,287,bishan street 24,570287,1.357731,103.843785,4,marymount,bishan,central region
bukit merah,27B,jalan membina,164027,1.282909,103.824868,24,tiong bahru station,bukit merah,central region
queenstown,87,commonwealth close,140087,1.304657,103.79931,10,commonwealth,queenstown,central region
yishun,875,yishun street 81,760875,1.414763,103.836287,12,yishun south,yishun,north region
woodlands,128,marsiling rise,730128,1.437455,103.778927,9,woodlands west,woodlands,north region
hougang,201,hougang street 21,530201,1.357795,103.883653,4,lorong ah soo,hougang,north-east region
ang mo kio,463,ang mo kio avenue 10,560463,1.366948,103.857488,13,chong boon,ang mo kio,north-east region
woodlands,677,woodlands avenue 6,730677,1.439386,103.801706,13,woodlands east,woodlands,north region
punggol,211D,punggol walk,824211,1.400936,103.899199,16,matilda,punggol,north-east region
ang mo kio,710,ang mo kio avenue 8,560710,1.371046,103.848187,25,ang mo kio town centre,ang mo kio,north-east region
yishun,236,yishun ring road,760236,1.434168,103.838999,10,northland,yishun,north region
kallang/whampoa,8B,upper boon keng road,382008,1.312344,103.869898,30,boon keng,kallang,central region
jurong west,208,boon lay place,640208,1.347004,103.714216,22,boon lay place,jurong west,west region
yishun,202,yishun street 21,760202,1.430662,103.837334,12,northland,yishun,north region
bedok,78,bedok north road,460078,1.32726,103.940849,14,bedok north,bedok,east region
sengkang,201C,compassvale drive,543201,1.387725,103.893508,16,sengkang town centre,sengkang,north-east region
hougang,997A,buangkok crescent,531997,1.385046,103.881167,16,trafalgar,hougang,north-east region
jurong west,426,jurong west avenue 1,640426,1.351591,103.72464,16,hong kah,jurong west,west region
clementi,316,clementi avenue 4,120316,1.31847,103.764526,12,clementi north,clementi,west region
jurong west,673A,jurong west street 65,641673,1.344265,103.701249,16,jurong west central,jurong west,west region
bukit batok,249,bukit batok east avenue 5,650249,1.350617,103.756564,12,bukit batok east,bukit batok,west region
punggol,176C,edgefield plains,823176,1.398311,103.908784,17,punggol field,punggol,north-east region
jurong west,272B,jurong west street 24,642272,1.350521,103.704862,16,wenya,jurong west,west region
bedok,106,bedok reservoir road,470106,1.329502,103.909382,12,kaki bukit,bedok,east region
yishun,432A,yishun avenue 1,761432,1.419307,103.847044,13,yishun east,yishun,north region
sengkang,406C,fernvale road,793406,1.388679,103.874703,24,fernvale,sengkang,north-east region
jurong west,838,jurong west street 81,640838,1.343849,103.693508,12,yunnan,jurong west,west region
sembawang,329,sembawang close,750329,1.446351,103.817664,16,sembawang central,sembawang,north region
tampines,436,tampines street 43,520436,1.35959,103.951591,12,tampines east,tampines,east region
serangoon,529,serangoon north avenue 4,550529,1.3728,103.872108,13,serangoon north,serangoon,north-east region
jurong west,733,jurong west street 73,640733,1.345368,103.700028,16,yunnan,jurong west,west region
woodlands,578,woodlands drive 16,730578,1.431545,103.796152,12,woodlands south,woodlands,north region
clementi,426,clementi avenue 3,120426,1.31158,103.764211,12,clementi central,clementi,west region
bedok,115,lengkong tiga,410115,1.322973,103.911228,7,kembangan,bedok,east region
sengkang,305D,anchorvale link,544305,1.389033,103.8873,16,anchorvale,sengkang,north-east region
clementi,340,clementi avenue 5,120340,1.318729,103.770071,12,clementi north,clementi,west region
bukit batok,120,bukit batok central,650120,1.351059,103.747712,17,bukit batok central,bukit batok,west region
geylang,67,circuit road,370067,1.325849,103.887927,10,macpherson,geylang,central region
bukit merah,95B,henderson road,152095,1.286977,103.821559,40,henderson hill,bukit merah,central region
pasir ris,246,pasir ris street 21,510246,1.371109,103.962454,13,pasir ris drive,pasir ris,east region
punggol,181,edgefield plains,820181,1.399144,103.908983,17,punggol field,punggol,north-east region
bukit panjang,140,petir road,670140,1.375503,103.768952,9,jelebu,bukit panjang,west region
ang mo kio,472,ang mo kio avenue 10,560472,1.363144,103.858119,13,chong boon,ang mo kio,north-east region
yishun,796A,yishun ring road,761796,1.419357,103.833073,4,khatib,yishun,north region
woodlands,684B,woodlands drive 73,732684,1.441837,103.804766,10,woodlands east,woodlands,north region
jurong west,138A,yuan ching road,611138,1.327937,103.724178,22,taman jurong,jurong west,west region
sengkang,265B,compassvale link,542265,1.382137,103.895742,17,compassvale,sengkang,north-east region
toa payoh,66,lorong 4 toa payoh,310066,1.335013,103.851778,12,boon teck,toa payoh,central region
yishun,343,yishun avenue 11,760343,1.429165,103.843889,12,yishun east,yishun,north region
ang mo kio,700B,ang mo kio avenue 6,562700,1.36941,103.84606,25,ang mo kio town centre,ang mo kio,north-east region
bukit panjang,151,petir road,670151,1.37713,103.766171,13,jelebu,bukit panjang,west region
woodlands,22,marsiling drive,730022,1.441897,103.774374,13,north coast,woodlands,north region
bukit batok,315,bukit batok street 32,650315,1.360096,103.746561,9,hong kah north,bukit batok,west region
ang mo kio,504,ang mo kio avenue 8,560504,1.374826,103.848956,11,cheng san,ang mo kio,north-east region
bukit batok,296A,bukit batok street 22,651296,1.344094,103.746409,38,bukit batok south,bukit batok,west region
bukit panjang,146,gangsa road,670146,1.375528,103.766185,9,jelebu,bukit panjang,west region
choa chu kang,801D,keat hong close,684801,1.375136,103.743032,13,keat hong,choa chu kang,west region
yishun,645,yishun street 61,760645,1.421902,103.838606,13,yishun south,yishun,north region
woodlands,125,marsiling rise,730125,1.438483,103.779525,11,woodlands west,woodlands,north region
sengkang,435C,fernvale road,793435,1.3936,103.876913,24,fernvale,sengkang,north-east region
bukit merah,22,jalan membina,166022,1.284888,103.826445,30,tiong bahru station,bukit merah,central region
queenstown,40,holland drive,270040,1.307176,103.7935,4,holland drive,queenstown,central region
bukit batok,388,bukit batok west avenue 5,650388,1.36485,103.752162,25,gombak,bukit batok,west region
bukit merah,38,jalan rumah tinggi,150038,1.288634,103.809644,22,alexandra hill,bukit merah,central region
yishun,218,yishun street 21,760218,1.432967,103.836238,12,northland,yishun,north region
ang mo kio,178,ang mo kio avenue 4,560178,1.376193,103.837038,13,kebun bahru,ang mo kio,north-east region
tampines,123,simei street 1,520123,1.345307,103.953188,11,simei,tampines,east region
bukit panjang,141,petir road,670141,1.375872,103.768136,9,jelebu,bukit panjang,west region
punggol,184,edgefield plains,820184,1.398516,103.910141,14,punggol field,punggol,north-east region
jurong west,186,boon lay avenue,640186,1.345727,103.711027,22,boon lay place,jurong west,west region
bukit panjang,213,petir road,670213,1.374403,103.775467,12,bangkit,bukit panjang,west region
bedok,81,bedok north road,460081,1.328916,103.940529,14,bedok north,bedok,east region
bedok,114,bedok reservoir road,470114,1.330561,103.909839,13,kaki bukit,bedok,east region
bukit merah,128,bukit merah view,150128,1.282647,103.823327,20,henderson hill,bukit merah,central region
bedok,101,lengkong tiga,410101,1.32516,103.910889,4,kembangan,bedok,east region
sengkang,226A,compassvale walk,541226,1.387413,103.89972,16,sengkang town centre,sengkang,north-east region
bukit batok,131,bukit batok west avenue 6,650131,1.350733,103.746261,12,bukit batok central,bukit batok,west region
queenstown,11,holland drive,278859,1.314191,103.78272,22,ulu pandan,bukit timah,central region
queenstown,23,ghim moh link,271023,1.308636,103.786332,40,ghim moh,queenstown,central region
jurong east,270,toh guan road,600270,1.34123,103.746119,21,toh guan,jurong east,west region
woodlands,691A,woodlands drive 73,731691,1.440304,103.80666,14,woodlands east,woodlands,north region
bedok,57,new upper changi road,461057,1.324246,103.941569,15,bedok south,bedok,east region
pasir ris,270,pasir ris street 21,510270,1.365536,103.964399,8,pasir ris drive,pasir ris,east region
pasir ris,603,elias road,510603,1.376852,103.943719,13,pasir ris west,pasir ris,east region
jurong east,55,teban gardens road,600055,1.321892,103.737552,38,teban gardens,jurong east,west region
sembawang,325,sembawang crescent,750325,1.444505,103.818706,15,sembawang central,sembawang,north region
punggol,612C,punggol drive,823612,1.405078,103.90776,16,waterway east,punggol,north-east region
pasir ris,190,pasir ris street 12,510190,1.365525,103.958657,13,pasir ris drive,pasir ris,east region
woodlands,875,woodlands street 82,730875,1.442533,103.789612,12,midview,woodlands,north region
sengkang,329A,anchorvale street,541329,1.396193,103.889722,16,anchorvale,sengkang,north-east region
bedok,36,bedok south avenue 2,460036,1.321633,103.938441,16,bedok south,bedok,east region
serangoon,123,serangoon north avenue 1,550123,1.366959,103.872594,13,serangoon garden,serangoon,north-east region
central area,533,upper cross street,050533,1.284566,103.84538,18,china square,outram,central region
pasir ris,450,pasir ris drive 6,510450,1.371158,103.958128,12,pasir ris drive,pasir ris,east region
bukit batok,299,bukit batok street 22,650299,1.344247,103.747101,25,bukit batok south,bukit batok,west region
toa payoh,194,kim keat avenue,310194,1.330939,103.858182,12,kim keat,toa payoh,central region
woodlands,306,woodlands street 31,730306,1.42993,103.774637,4,woodgrove,woodlands,north region
yishun,506B,yishun avenue 4,762506,1.415819,103.840679,13,lower seletar,yishun,north region
bukit batok,331,bukit batok street 33,650331,1.363612,103.747645,14,hong kah north,bukit batok,west region
choa chu kang,219,choa chu kang central,680219,1.382515,103.745367,13,choa chu kang central,choa chu kang,west region
hougang,171,hougang avenue 1,530171,1.351136,103.889169,14,tai seng,hougang,north-east region
sengkang,193,rivervale drive,540193,1.39328,103.901942,17,rivervale,sengkang,north-east region
woodlands,666,woodlands ring road,730666,1.438293,103.797399,12,woodlands east,woodlands,north region
bishan,171,bishan street 13,570171,1.346788,103.85371,11,bishan east,bishan,central region
yishun,212,yishun street 21,760212,1.431783,103.83744,12,northland,yishun,north region
yishun,719,yishun street 71,760719,1.426881,103.829303,10,yishun west,yishun,north region
pasir ris,129,pasir ris street 11,510129,1.366519,103.955623,9,pasir ris drive,pasir ris,east region
hougang,445,hougang avenue 8,530445,1.379118,103.894291,13,hougang east,hougang,north-east region
jurong west,196B,boon lay drive,642196,1.342789,103.714301,17,boon lay place,jurong west,west region
geylang,52,sims place,380052,1.316665,103.880391,13,aljunied,geylang,central region
geylang,119,aljunied avenue 2,380119,1.320129,103.886058,2,aljunied,geylang,central region
choa chu kang,275,choa chu kang avenue 2,680275,1.379276,103.74223,14,keat hong,choa chu kang,west region
choa chu kang,485B,choa chu kang avenue 5,682485,1.374299,103.738807,16,peng siang,choa chu kang,west region
woodlands,801,woodlands street 81,730801,1.441682,103.785985,9,midview,woodlands,north region
ang mo kio,258,ang mo kio avenue 4,560258,1.369913,103.836525,4,shangri-la,ang mo kio,north-east region
clementi,345,clementi avenue 5,120345,1.317703,103.769077,12,clementi north,clementi,west region
tampines,423,tampines street 41,520423,1.357073,103.947602,12,tampines east,tampines,east region
bukit merah,125,bukit merah view,151125,1.285061,103.823812,18,henderson hill,bukit merah,central region
sembawang,115B,canberra walk,752115,1.446311,103.829417,11,sembawang east,sembawang,north region
clementi,351,clementi avenue 2,120351,1.31535,103.770861,10,clementi north,clementi,west region
tampines,392,tampines avenue 7,520392,1.355193,103.957474,12,tampines east,tampines,east region
jurong west,163,yung ping road,610163,1.330036,103.722566,19,taman jurong,jurong west,west region
tampines,434,tampines street 43,520434,1.359242,103.951613,12,tampines east,tampines,east region
sembawang,357,admiralty drive,750357,1.450036,103.816435,16,sembawang central,sembawang,north region
bukit panjang,129,pending road,670129,1.375724,103.770322,13,jelebu,bukit panjang,west region
bukit merah,26,telok blangah crescent,090026,1.276693,103.818867,25,telok blangah way,bukit merah,central region
tampines,716,tampines street 71,520716,1.35939,103.936633,15,tampines west,tampines,east region
toa payoh,20,joo seng road,360020,1.334058,103.881366,11,joo seng,toa payoh,central region
jurong west,140A,corporation drive,611140,1.327353,103.723135,19,taman jurong,jurong west,west region
bukit panjang,214,petir road,670214,1.374941,103.774856,12,bangkit,bukit panjang,west region
toa payoh,34,lorong 5 toa payoh,310034,1.3348,103.854155,11,boon teck,toa payoh,central region
hougang,437,hougang avenue 8,530437,1.377204,103.893278,13,hougang east,hougang,north-east region
punggol,676B,punggol drive,822676,1.404811,103.910278,17,waterway east,punggol,north-east region
woodlands,860,woodlands street 83,730860,1.439459,103.794016,11,midview,woodlands,north region
queenstown,1,dover road,130001,1.30253,103.783272,12,dover,queenstown,central region
choa chu kang,279,choa chu kang avenue 3,680279,1.380695,103.743434,4,keat hong,choa chu kang,west region
kallang/whampoa,8,saint george's lane,320008,1.323576,103.859877,12,bendemeer,kallang,central region
tampines,127,simei street 1,520127,1.346584,103.954316,11,simei,tampines,east region
jurong west,659D,jurong west street 65,644659,1.33641,103.702479,16,jurong west central,jurong west,west region
yishun,442,yishun avenue 11,760442,1.42349,103.845333,13,yishun east,yishun,north region
punggol,110D,punggol field,824110,1.395001,103.910206,17,punggol field,punggol,north-east region
yishun,932,yishun central 1,760932,1.426362,103.83715,11,yishun central,yishun,north region
woodlands,573A,woodlands drive 16,731573,1.431281,103.798018,13,woodlands south,woodlands,north region
bedok,183,bedok north road,460183,1.326437,103.941851,20,bedok north,bedok,east region
